PMID,DOI,First_Author,Year,Title,Journal,Publication_Type,Original_Operational_Analysis_Group,Eligibility_Outcome,Eligibility_Code,Final_Operational_Analysis_Group,Analytic_Set_Decision,Narrative_Context_Status,Trigger_Rule_IDs,Evidence_Level,Eligibility_Rationale
39767586,10.3390/biomedicines12122679,Kaltsas A,2024,Predictors of Successful Testicular Sperm Extraction: A New Era for Men with Non-Obstructive Azoospermia.,Biomedicines,Journal Article; Review,Broad Reviews,EXCLUDE,E05_NO_SUBSTANTIVE_AI,Broad Reviews,EXCLUDE,NOT_CONTEXT_ONLY,AI03_GENERIC_PREDICTION_WITHOUT_EXPLICIT_AI;AI04_AI_ONLY_PATHWAY_WITHOUT_TITLE_AI,ABSTRACT,"The available evidence for 'Predictors of Successful Testicular Sperm Extraction: A New Era for Men with Non-Obstructive Azoospermia' reports conventional imaging, statistics, digital/AR/VR technology, biomarkers, or automation without a substantive AI/ML method or application."
39839785,10.3389/fonc.2024.1509362,Abbas S,2024,AI predicting recurrence in non-muscle-invasive bladder cancer: systematic review with study strengths and weaknesses.,Frontiers in oncology,Journal Article; Systematic Review,Broad Reviews,INCLUDE,,Broad Reviews,INCLUDE,NOT_CONTEXT_ONLY,AI03_GENERIC_PREDICTION_WITHOUT_EXPLICIT_AI;AI04_AI_ONLY_PATHWAY_WITHOUT_TITLE_AI,ABSTRACT,The title and available abstract identify a substantive synthesis of deep learning and radiomics or pathomics in the in-scope Broad Reviews area described in 'AI predicting recurrence in non-muscle-invasive bladder cancer: systematic review with study strengths and weaknesses.'.
37740080,10.1007/s00330-023-10243-9,Kocak B,2024,Self-reporting with checklists in artificial intelligence research on medical imaging: a systematic review based on citations of CLAIM.,European radiology,Journal Article; Systematic Review,Implementation/ethics/reporting search stream,CONTEXT_ONLY,E10_CONTEXT_ONLY,Implementation/ethics/reporting search stream,EXCLUDE,CONTEXT_ONLY,CTX01_BROAD_DOMAIN_WITHOUT_TITLE_UROLOGY,ABSTRACT,"'Self-reporting with checklists in artificial intelligence research on medical imaging: a systematic review based on citations of CLAIM' provides AI reporting, governance, ethics, implementation, or research-agenda context without a primary corpus-eligible AI evaluation; it may be cited narratively but not counted."
37804007,10.1002/jmri.29025,Woernle A,2024,Picture Perfect: The Status of Image Quality in Prostate MRI.,Journal of magnetic resonance imaging : JMRI,"Journal Article; Research Support, Non-U.S. Gov't; Review",Implementation/ethics/reporting search stream,INCLUDE,,Implementation/ethics/reporting search stream,INCLUDE,NOT_CONTEXT_ONLY,AI04_AI_ONLY_PATHWAY_WITHOUT_TITLE_AI,ABSTRACT,The title and available abstract identify a substantive synthesis of machine learning within the implementation/ethics/reporting search stream described in 'Picture Perfect: The Status of Image Quality in Prostate MRI.'.
37919191,10.1016/j.eururo.2023.10.013,Wiklund P,2024,What More Can We Ask of Robotics?,European urology,Editorial,Implementation/ethics/reporting search stream,EXCLUDE,E01_NON_UROLOGICAL,Implementation/ethics/reporting search stream,EXCLUDE,NOT_CONTEXT_ONLY,AI04_AI_ONLY_PATHWAY_WITHOUT_TITLE_AI;CTX01_BROAD_DOMAIN_WITHOUT_TITLE_UROLOGY,ABSTRACT,"The substantive AI task in 'What More Can We Ask of Robotics?' is general, multi-specialty, or another organ system without a separable urological, andrological, or male-reproductive result."
38008356,10.1016/j.jcpo.2023.100457,Hesso I,2024,Cancer care pathways across seven countries in Europe: What are the current obstacles? And how can artificial intelligence help?,Journal of cancer policy,Journal Article,Implementation/ethics/reporting search stream,CONTEXT_ONLY,E10_CONTEXT_ONLY,Implementation/ethics/reporting search stream,EXCLUDE,CONTEXT_ONLY,DEEP_SCOPE_CONTEXT_ONLY,PUBMED_ABSTRACT,"The study maps care-pathway obstacles across four cancers, including prostate cancer, to inform a future AI project but does not evaluate an AI system or report a separable prostate AI result."
38031481,10.1093/jamia/ocad221,Economou-Zavlanos NJ,2024,"Translating ethical and quality principles for the effective, safe and fair development, deployment and use of artificial intelligence technologies in healthcare.",Journal of the American Medical Informatics Association : JAMIA,"Journal Article; Research Support, N.I.H., Extramural",Implementation/ethics/reporting search stream,CONTEXT_ONLY,E10_CONTEXT_ONLY,Implementation/ethics/reporting search stream,EXCLUDE,CONTEXT_ONLY,SCP06_GENERAL_GOVERNANCE_WITHOUT_UROLOGY;CTX01_BROAD_DOMAIN_WITHOUT_TITLE_UROLOGY,ABSTRACT,"'Translating ethical and quality principles for the effective, safe and fair development, deployment and use of artificial intelligence technologies in healthcare' addresses general healthcare AI reporting, governance, ethics, or implementation without a urology-specific task; it may support methods context but should not contribute to corpus counts."
38104555,10.1159/000535841,Cen HS,2024,Diversity in Renal Mass Data Cohorts: Implications for Urology AI Researchers.,Oncology,Journal Article,Implementation/ethics/reporting search stream,INCLUDE,,Implementation/ethics/reporting search stream,INCLUDE,NOT_CONTEXT_ONLY,AI04_AI_ONLY_PATHWAY_WITHOUT_TITLE_AI,ABSTRACT,The title and available abstract identify a substantive AI or machine-learning application applied to the in-scope task described in 'Diversity in Renal Mass Data Cohorts: Implications for Urology AI Researchers.'.
38165522,10.1186/s41747-023-00402-4,van den Berg I,2024,Automated pelvic MRI measurements associated with urinary incontinence for prostate cancer patients undergoing radical prostatectomy.,European radiology experimental,Comment; Journal Article,Implementation/ethics/reporting search stream,INCLUDE,,Implementation/ethics/reporting search stream,INCLUDE,NOT_CONTEXT_ONLY,AI04_AI_ONLY_PATHWAY_WITHOUT_TITLE_AI,PRIOR_HUMAN_ABSTRACT_REVIEW,The title and available abstract identify deep learning and machine learning applied to the in-scope task described in 'Automated pelvic MRI measurements associated with urinary incontinence for prostate cancer patients undergoing radical prostatectomy.'.
38199916,10.1016/j.cpet.2023.12.006,Oldan JD,2024,PET/Computed Tomography Transformation of Oncology: Kidney and Urinary Tract Cancers.,PET clinics,Journal Article; Review,Implementation/ethics/reporting search stream,EXCLUDE,E05_NO_SUBSTANTIVE_AI,Implementation/ethics/reporting search stream,EXCLUDE,NOT_CONTEXT_ONLY,AI04_AI_ONLY_PATHWAY_WITHOUT_TITLE_AI,ABSTRACT,"The available evidence for 'PET/Computed Tomography Transformation of Oncology: Kidney and Urinary Tract Cancers' reports conventional imaging, statistics, digital/AR/VR technology, biomarkers, or automation without a substantive AI/ML method or application."
38285173,10.1007/s00292-024-01305-w,Stoll AK,2024,[Histomolecular classification of urothelial carcinoma of the urinary bladder : From histological phenotype to genotype and back].,"Pathologie (Heidelberg, Germany)",English Abstract; Journal Article,Implementation/ethics/reporting search stream,EXCLUDE,E09_DATE_LANGUAGE_INDEXING,Implementation/ethics/reporting search stream,EXCLUDE,NOT_CONTEXT_ONLY,DEEP_SCOPE_LANGUAGE_BOUNDARY,PUBMED_METADATA,Official PubMed XML metadata lists the publication language as German (ger) and does not include the English language code (eng). The record is therefore excluded under the prespecified English-language eligibility rule; an English-translated NLM title or abstract does not make the publication itself English-language eligible.
38310378,10.3760/cma.j.cn112139-20230805-00033,Zhao HC,2024,[Technological development of robot-assisted radical prostatectomy].,Zhonghua wai ke za zhi [Chinese journal of surgery],English Abstract; Journal Article,Implementation/ethics/reporting search stream,EXCLUDE,E05_NO_SUBSTANTIVE_AI,Implementation/ethics/reporting search stream,EXCLUDE,NOT_CONTEXT_ONLY,AI04_AI_ONLY_PATHWAY_WITHOUT_TITLE_AI,ABSTRACT,"The available evidence for '[Technological development of robot-assisted radical prostatectomy]' reports conventional imaging, statistics, digital/AR/VR technology, biomarkers, or automation without a substantive AI/ML method or application."
38350931,10.1186/s12958-024-01193-y,Sengupta P,2024,'Intracytoplasmic sperm injection (ICSI) paradox' and 'andrological ignorance': AI in the era of fourth industrial revolution to navigate the blind spots.,Reproductive biology and endocrinology : RB&E,Letter,Implementation/ethics/reporting search stream,INCLUDE,,Implementation/ethics/reporting search stream,INCLUDE,NOT_CONTEXT_ONLY,AI04_AI_ONLY_PATHWAY_WITHOUT_TITLE_AI,ABSTRACT,The title and available abstract identify machine learning applied to the in-scope task described in ''Intracytoplasmic sperm injection (ICSI) paradox' and 'andrological ignorance': AI in the era of fourth industrial revolution to navigate the blind spots.'.
38352035,10.26633/RPSP.2024.13,Liu X,2024,[Reporting guidelines for clinical trial reports for interventions involving artificial intelligence: the CONSORT-AI extensionDiretrizes para relatorios de ensaios clinicos com intervencoes que utilizam inteligencia artificial: a extensao CONSORT-AI].,Revista panamericana de salud publica = Pan American journal of public health,Case Reports; English Abstract; Journal Article,Implementation/ethics/reporting search stream,CONTEXT_ONLY,E10_CONTEXT_ONLY,Implementation/ethics/reporting search stream,EXCLUDE,CONTEXT_ONLY,SCP06_GENERAL_GOVERNANCE_WITHOUT_UROLOGY;CTX01_BROAD_DOMAIN_WITHOUT_TITLE_UROLOGY,ABSTRACT,"'[Reporting guidelines for clinical trial reports for interventions involving artificial intelligence: the CONSORT-AI extensionDiretrizes para relatorios de ensaios clinicos com intervencoes que utilizam inteligencia artificial: a extensao CONSORT-AI]' addresses general healthcare AI reporting, governance, ethics, or implementation without a urology-specific task; it may support methods context but should not contribute to corpus counts."
38388497,10.1038/s41467-024-45355-3,Martindale APL,2024,Concordance of randomised controlled trials for artificial intelligence interventions with the CONSORT-AI reporting guidelines.,Nature communications,Journal Article; Systematic Review,Implementation/ethics/reporting search stream,CONTEXT_ONLY,E10_CONTEXT_ONLY,Implementation/ethics/reporting search stream,EXCLUDE,CONTEXT_ONLY,SCP06_GENERAL_GOVERNANCE_WITHOUT_UROLOGY;CTX01_BROAD_DOMAIN_WITHOUT_TITLE_UROLOGY,ABSTRACT,"'Concordance of randomised controlled trials for artificial intelligence interventions with the CONSORT-AI reporting guidelines' addresses general healthcare AI reporting, governance, ethics, or implementation without a urology-specific task; it may support methods context but should not contribute to corpus counts."
38404754,10.1117/1.JMI.11.1.015002,Thimansson E,2024,Deep learning performance on MRI prostate gland segmentation: evaluation of two commercially available algorithms compared with an expert radiologist.,"Journal of medical imaging (Bellingham, Wash.)",Journal Article,Implementation/ethics/reporting search stream,INCLUDE,,Implementation/ethics/reporting search stream,INCLUDE,NOT_CONTEXT_ONLY,TEC01_TECHNICAL_ARTIFACT_WITHOUT_CLINICAL_CUE,ABSTRACT,The title and available abstract identify deep learning and machine learning applied to the in-scope task described in 'Deep learning performance on MRI prostate gland segmentation: evaluation of two commercially available algorithms compared with an expert radiologist.'.
38476626,10.2147/IJGM.S456659,Mu Y,2024,The Potential Applications and Challenges of ChatGPT in the Medical Field.,International journal of general medicine,Journal Article; Review,Implementation/ethics/reporting search stream,CONTEXT_ONLY,E10_CONTEXT_ONLY,Implementation/ethics/reporting search stream,EXCLUDE,CONTEXT_ONLY,CTX01_BROAD_DOMAIN_WITHOUT_TITLE_UROLOGY,ABSTRACT,"'The Potential Applications and Challenges of ChatGPT in the Medical Field' provides AI reporting, governance, ethics, implementation, or research-agenda context without a primary corpus-eligible AI evaluation; it may be cited narratively but not counted."
38498357,10.1097/JS9.0000000000001290,Li J,2024,RARPKB: a knowledge-guide decision support platform for personalized robot-assisted surgery in prostate cancer.,"International journal of surgery (London, England)",Journal Article; Review,Implementation/ethics/reporting search stream,INCLUDE,,Implementation/ethics/reporting search stream,INCLUDE,NOT_CONTEXT_ONLY,AI04_AI_ONLY_PATHWAY_WITHOUT_TITLE_AI,PRIOR_HUMAN_ABSTRACT_REVIEW,The title and available abstract identify a substantive synthesis of large-language-model or chatbot evaluation and machine learning within the implementation/ethics/reporting search stream described in 'RARPKB: a knowledge-guide decision support platform for personalized robot-assisted surgery in prostate cancer.'.
38498394,10.1097/JS9.0000000000001359,Zhu L,2024,Step into the era of large multimodal models: a pilot study on ChatGPT-4V(ision)'s ability to interpret radiological images.,"International journal of surgery (London, England)",Journal Article,Implementation/ethics/reporting search stream,EXCLUDE,E01_NON_UROLOGICAL,Implementation/ethics/reporting search stream,EXCLUDE,NOT_CONTEXT_ONLY,CTX01_BROAD_DOMAIN_WITHOUT_TITLE_UROLOGY,ABSTRACT,"The substantive AI task in 'Step into the era of large multimodal models: a pilot study on ChatGPT-4V(ision)'s ability to interpret radiological images' is general, multi-specialty, or another organ system without a separable urological, andrological, or male-reproductive result."
38599321,10.1016/j.fjurol.2024.102636,Perrot O,2024,Chatbots vs andrologists: Testing 25 clinical cases.,The French journal of urology,Comparative Study; Journal Article,Implementation/ethics/reporting search stream,INCLUDE,,Implementation/ethics/reporting search stream,INCLUDE,NOT_CONTEXT_ONLY,AI04_AI_ONLY_PATHWAY_WITHOUT_TITLE_AI,PRIOR_HUMAN_ABSTRACT_REVIEW,The title and available abstract identify large-language-model or chatbot evaluation applied to the in-scope task described in 'Chatbots vs andrologists: Testing 25 clinical cases.'.
38599593,10.1055/a-2281-8015,Frank J,2024,[Large Language Models for Rapid Simplification of Quality Assurance Data Input: Field Trial with Real Data in the Context of Tumour Documentation in Urology].,Aktuelle Urologie,English Abstract; Journal Article,Implementation/ethics/reporting search stream,EXCLUDE,E09_DATE_LANGUAGE_INDEXING,Implementation/ethics/reporting search stream,EXCLUDE,NOT_CONTEXT_ONLY,DEEP_SCOPE_LANGUAGE_BOUNDARY,PUBMED_METADATA,Official PubMed XML metadata lists the publication language as German (ger) and does not include the English language code (eng). The record is therefore excluded under the prespecified English-language eligibility rule; an English-translated NLM title or abstract does not make the publication itself English-language eligible.
38623253,10.1016/j.heliyon.2024.e28878,He X,2024,"Predicting prostate cancer recurrence: Introducing PCRPS, an advanced online web server.",Heliyon,Journal Article,Implementation/ethics/reporting search stream,INCLUDE,,Implementation/ethics/reporting search stream,INCLUDE,NOT_CONTEXT_ONLY,AI03_GENERIC_PREDICTION_WITHOUT_EXPLICIT_AI;AI04_AI_ONLY_PATHWAY_WITHOUT_TITLE_AI,ABSTRACT,"The title and available abstract identify machine learning applied to the in-scope task described in 'Predicting prostate cancer recurrence: Introducing PCRPS, an advanced online web server.'."
38623791,10.1089/end.2024.0020,Berger JH,2024,It Is Time to Consider the Ethical Implications of Artificial Intelligence Use in Generating Manuscripts for Peer-Reviewed Journals.,Journal of endourology,Letter,Implementation/ethics/reporting search stream,CONTEXT_ONLY,E10_CONTEXT_ONLY,Implementation/ethics/reporting search stream,EXCLUDE,CONTEXT_ONLY,CTX01_BROAD_DOMAIN_WITHOUT_TITLE_UROLOGY,METADATA_ONLY,"'It Is Time to Consider the Ethical Implications of Artificial Intelligence Use in Generating Manuscripts for Peer-Reviewed Journals' provides AI reporting, governance, ethics, implementation, or research-agenda context without a primary corpus-eligible AI evaluation; it may be cited narratively but not counted."
38626948,10.1136/bmj-2023-078378,Collins GS,2024,TRIPOD+AI statement: updated guidance for reporting clinical prediction models that use regression or machine learning methods.,BMJ (Clinical research ed.),Journal Article,Implementation/ethics/reporting search stream,CONTEXT_ONLY,E10_CONTEXT_ONLY,Implementation/ethics/reporting search stream,EXCLUDE,CONTEXT_ONLY,CTX01_BROAD_DOMAIN_WITHOUT_TITLE_UROLOGY,METADATA_ONLY,"'TRIPOD+AI statement: updated guidance for reporting clinical prediction models that use regression or machine learning methods' provides AI reporting, governance, ethics, implementation, or research-agenda context without a primary corpus-eligible AI evaluation; it may be cited narratively but not counted."
